"Date","Price","Open","High","Low","Vol.","Change %"
"01-09-2022","151.11","150.82","151.37","147.65","2.43M","-0.59%"
"02-09-2022","149.79","153.48","153.98","148.93","2.03M","-0.87%"
"06-09-2022","148.60","150.00","151.31","146.55","2.80M","-0.79%"
"07-09-2022","152.25","148.40","152.70","148.38","1.77M","2.46%"
"08-09-2022","153.52","150.92","153.69","149.51","3.40M","0.83%"
"09-09-2022","158.44","154.45","158.59","154.30","3.54M","3.20%"
"12-09-2022","162.45","159.50","163.45","159.34","4.15M","2.53%"
"13-09-2022","155.35","158.14","159.81","154.84","3.52M","-4.37%"
"14-09-2022","156.30","156.18","157.55","153.50","2.84M","0.61%"
"15-09-2022","156.13","156.43","158.79","155.90","2.37M","-0.11%"
"16-09-2022","153.08","154.08","154.08","150.51","6.53M","-1.95%"
"19-09-2022","155.36","151.25","155.48","150.70","2.47M","1.49%"
"20-09-2022","153.48","153.58","154.59","152.13","1.73M","-1.21%"
"21-09-2022","148.71","154.67","154.81","148.66","2.60M","-3.11%"
"22-09-2022","143.03","148.82","148.89","142.46","3.25M","-3.82%"
"23-09-2022","140.26","140.77","141.96","138.09","3.04M","-1.94%"
"26-09-2022","137.45","140.04","141.29","136.70","3.81M","-2.00%"
"27-09-2022","137.49","139.44","140.38","136.10","2.83M","0.03%"
"28-09-2022","140.56","138.50","141.18","136.52","5.27M","2.23%"
"29-09-2022","137.79","138.39","138.95","135.84","2.28M","-1.97%"
"30-09-2022","134.91","137.40","138.67","134.62","3.72M","-2.09%"
"03-10-2022","140.02","137.95","140.77","134.92","2.68M","3.79%"
"04-10-2022","145.46","143.03","145.55","143.03","2.41M","3.89%"
"05-10-2022","144.37","142.92","145.29","142.08","2.07M","-0.75%"
"06-10-2022","142.38","143.05","145.06","142.13","2.53M","-1.38%"
"07-10-2022","139.00","140.42","141.29","138.08","2.58M","-2.37%"
"10-10-2022","137.51","140.01","140.38","136.65","2.89M","-1.07%"
"11-10-2022","137.35","136.37","139.21","135.39","2.59M","-0.12%"
"12-10-2022","136.74","137.31","138.45","136.11","2.40M","-0.44%"
"13-10-2022","141.55","131.35","142.55","130.65","5.23M","3.52%"
"14-10-2022","136.81","142.96","143.88","136.14","3.87M","-3.35%"
"17-10-2022","141.54","140.58","142.22","140.09","3.14M","3.46%"
"18-10-2022","145.99","146.13","147.05","143.55","3.96M","3.14%"
"19-10-2022","143.97","145.43","147.07","142.60","2.80M","-1.38%"
"20-10-2022","142.42","144.00","147.32","142.15","4.32M","-1.08%"
"21-10-2022","140.04","140.99","141.32","132.21","11.76M","-1.67%"
"24-10-2022","141.63","141.30","143.79","140.37","4.30M","1.14%"
"25-10-2022","147.02","142.48","147.44","141.60","3.89M","3.81%"
"26-10-2022","146.88","147.56","149.50","146.47","3.56M","-0.10%"
"27-10-2022","146.97","148.44","149.71","146.41","2.10M","0.06%"
"28-10-2022","150.44","146.56","150.91","146.05","3.38M","2.36%"
"31-10-2022","148.45","150.00","150.30","148.32","3.04M","-1.32%"
"01-11-2022","147.08","149.96","150.63","146.63","2.68M","-0.92%"
"02-11-2022","143.50","146.58","149.03","143.37","2.85M","-2.43%"
"03-11-2022","139.31","141.09","142.20","138.77","3.96M","-2.92%"
"04-11-2022","144.72","142.40","146.36","141.00","3.32M","3.88%"
"07-11-2022","146.98","146.20","147.54","143.76","2.92M","1.56%"
"08-11-2022","150.20","147.44","151.34","147.14","3.85M","2.19%"
"09-11-2022","145.86","149.47","149.47","145.66","2.43M","-2.89%"
"10-11-2022","154.75","152.79","155.79","151.31","4.70M","6.09%"
"11-11-2022","154.89","156.49","158.88","154.70","3.71M","0.09%"
"14-11-2022","154.13","153.37","156.50","153.06","3.67M","-0.49%"
"15-11-2022","153.89","156.96","157.35","152.32","2.92M","-0.16%"
"16-11-2022","152.57","154.21","155.91","151.85","2.64M","-0.86%"
"17-11-2022","150.64","150.00","151.06","149.22","2.77M","-1.26%"
"18-11-2022","152.50","152.25","153.76","150.94","2.63M","1.23%"
"21-11-2022","152.81","152.25","153.46","151.89","2.00M","0.20%"
"22-11-2022","154.58","154.10","155.15","153.29","2.12M","1.16%"
"23-11-2022","153.93","153.83","154.99","152.88","1.40M","-0.42%"
"25-11-2022","154.15","153.52","154.47","153.17","665.79K","0.14%"
"28-11-2022","150.87","152.69","153.78","150.37","1.78M","-2.13%"
"29-11-2022","154.42","150.96","154.47","150.52","2.66M","2.35%"
"30-11-2022","157.59","153.84","157.59","151.48","3.91M","2.05%"
"01-12-2022","157.50","157.72","158.87","154.75","2.67M","-0.06%"
"02-12-2022","156.75","155.22","157.28","155.00","2.29M","-0.48%"
"05-12-2022","156.08","155.96","159.45","155.55","3.01M","-0.43%"
"06-12-2022","154.70","155.75","158.34","153.32","3.29M","-0.88%"
"07-12-2022","154.77","154.56","156.99","154.31","2.88M","0.05%"
"08-12-2022","154.12","155.89","156.42","153.45","1.63M","-0.42%"
"09-12-2022","153.90","153.99","155.14","152.62","1.76M","-0.14%"
"12-12-2022","157.31","154.26","157.76","154.00","2.77M","2.22%"
"13-12-2022","157.52","160.62","161.55","156.16","3.11M","0.13%"
"14-12-2022","154.11","157.57","158.62","153.84","3.56M","-2.16%"
"15-12-2022","150.22","151.65","152.28","146.47","4.28M","-2.52%"
"16-12-2022","146.30","148.59","148.59","144.15","4.51M","-2.61%"
"19-12-2022","145.01","146.04","146.74","143.66","2.55M","-0.88%"
"20-12-2022","145.70","144.99","146.50","144.25","1.61M","0.48%"
"21-12-2022","147.10","147.06","147.78","146.37","2.11M","0.96%"
"22-12-2022","145.31","146.05","146.70","142.72","2.90M","-1.22%"
"23-12-2022","147.02","145.23","147.14","144.52","1.67M","1.18%"
"27-12-2022","146.39","147.29","147.86","145.67","1.86M","-0.43%"
"28-12-2022","144.01","146.21","146.82","143.94","1.49M","-1.63%"
"29-12-2022","147.32","145.08","147.62","144.40","1.76M","2.30%"
"30-12-2022","147.75","146.01","147.93","145.73","2.25M","0.29%"
"03-01-2023","147.12","149.54","150.45","145.73","2.76M","-0.43%"
"04-01-2023","150.54","148.56","151.96","148.56","2.62M","2.32%"
"05-01-2023","146.43","147.16","148.72","146.02","2.51M","-2.73%"
"06-01-2023","150.17","147.74","150.43","145.48","3.08M","2.55%"
"09-01-2023","150.40","151.35","152.45","150.10","3.22M","0.15%"
"10-01-2023","152.00","150.51","152.18","149.28","2.20M","1.06%"
"11-01-2023","153.92","152.30","154.11","152.27","3.11M","1.26%"
"12-01-2023","154.92","154.76","155.75","152.40","3.32M","0.65%"
"13-01-2023","155.76","153.24","156.25","152.30","2.39M","0.54%"
"17-01-2023","153.75","155.54","156.10","153.37","3.07M","-1.29%"
"18-01-2023","150.42","154.49","154.76","150.32","2.76M","-2.17%"
"19-01-2023","146.85","146.61","148.00","144.20","3.85M","-2.37%"
"20-01-2023","151.60","147.96","151.78","147.72","3.95M","3.23%"
"23-01-2023","154.00","152.00","155.06","151.55","3.61M","1.58%"
"24-01-2023","155.33","154.00","156.67","152.66","2.35M","0.86%"
"25-01-2023","156.77","153.49","157.05","153.37","2.92M","0.93%"
"26-01-2023","155.88","157.65","158.23","154.29","3.64M","-0.57%"
"27-01-2023","172.31","166.80","175.54","165.50","14.00M","10.54%"
"30-01-2023","172.66","174.79","177.86","172.51","10.24M","0.20%"
"31-01-2023","174.93","172.91","175.31","171.90","5.17M","1.31%"
"01-02-2023","173.61","173.38","175.12","171.93","3.73M","-0.75%"
"02-02-2023","173.13","174.16","175.22","171.08","6.90M","-0.28%"
"03-02-2023","178.86","171.56","180.40","171.21","5.31M","3.31%"
"06-02-2023","176.48","176.74","177.75","175.69","3.40M","-1.33%"
"07-02-2023","178.70","175.05","179.03","174.75","3.53M","1.26%"
"08-02-2023","179.00","179.75","180.10","177.88","2.93M","0.17%"
"09-02-2023","179.37","179.15","182.08","178.48","3.56M","0.21%"
"10-02-2023","179.25","178.57","179.73","176.49","2.59M","-0.07%"
"13-02-2023","181.33","179.24","181.38","178.28","3.10M","1.16%"
"14-02-2023","181.02","180.31","182.15","178.79","2.33M","-0.17%"
"15-02-2023","180.67","178.92","180.74","178.50","1.50M","-0.19%"
"16-02-2023","177.94","179.48","179.88","177.68","1.90M","-1.51%"
"17-02-2023","177.30","176.05","177.61","174.65","2.36M","-0.36%"
"21-02-2023","173.48","175.12","176.50","173.32","2.71M","-2.15%"
"22-02-2023","174.70","173.56","176.02","172.93","2.47M","0.70%"
"23-02-2023","175.14","175.24","176.60","172.85","2.58M","0.25%"
"24-02-2023","174.25","173.69","174.94","172.19","1.67M","-0.51%"
"27-02-2023","173.30","175.53","175.69","173.08","1.91M","-0.55%"
"28-02-2023","173.99","174.01","175.34","173.58","2.30M","0.40%"
"01-03-2023","175.91","173.51","177.20","173.01","2.57M","1.10%"
"02-03-2023","175.34","174.04","175.82","172.66","1.80M","-0.32%"
"03-03-2023","179.09","176.01","179.39","175.23","2.88M","2.14%"
"06-03-2023","179.06","178.56","180.51","178.46","2.73M","-0.02%"
"07-03-2023","175.32","178.67","178.90","175.08","2.91M","-2.09%"
"08-03-2023","174.83","175.83","176.22","173.57","2.10M","-0.28%"
"09-03-2023","172.12","179.60","180.27","171.96","4.35M","-1.55%"
"10-03-2023","165.70","170.83","170.83","164.84","5.10M","-3.73%"
"13-03-2023","157.63","161.49","161.99","157.42","6.12M","-4.87%"
"14-03-2023","163.91","161.50","164.32","160.88","5.28M","3.98%"
"15-03-2023","159.81","157.91","159.96","155.93","6.10M","-2.50%"
"16-03-2023","160.73","158.06","161.92","156.10","4.74M","0.58%"
"17-03-2023","156.52","158.22","158.65","154.90","7.45M","-2.62%"
"20-03-2023","158.74","158.37","160.69","157.57","3.05M","1.42%"
"21-03-2023","164.56","162.94","164.57","161.70","3.99M","3.67%"
"22-03-2023","162.75","164.63","166.77","162.50","4.37M","-1.10%"
"23-03-2023","162.76","162.67","166.24","160.82","3.73M","0.01%"
"24-03-2023","159.78","160.52","160.71","157.82","2.59M","-1.83%"
"27-03-2023","163.12","163.95","164.47","161.83","3.97M","2.09%"
"28-03-2023","159.21","162.21","162.59","158.19","4.88M","-2.40%"
"29-03-2023","163.59","161.70","164.19","161.08","3.88M","2.75%"
"30-03-2023","162.41","163.96","164.96","161.81","2.64M","-0.72%"
"31-03-2023","164.95","163.67","165.08","161.75","3.59M","1.56%"
"03-04-2023","163.78","164.11","165.24","162.68","2.70M","-0.71%"
"04-04-2023","162.56","165.01","165.19","160.83","2.06M","-0.74%"
"05-04-2023","161.08","160.56","161.60","160.19","2.35M","-0.91%"
"06-04-2023","158.83","160.63","160.79","158.23","3.75M","-1.40%"
"10-04-2023","161.14","158.04","161.17","157.80","2.37M","1.45%"
"11-04-2023","161.83","161.67","162.58","160.32","2.74M","0.43%"
"12-04-2023","159.29","163.22","163.22","158.87","2.82M","-1.57%"
"13-04-2023","162.30","159.80","162.42","158.98","2.73M","1.89%"
"14-04-2023","163.22","164.24","164.77","161.46","2.62M","0.57%"
"17-04-2023","163.71","161.94","163.74","160.88","2.62M","0.30%"
"18-04-2023","164.40","164.60","165.05","163.28","2.44M","0.42%"
"19-04-2023","164.95","164.37","166.55","163.74","3.77M","0.33%"
"20-04-2023","163.28","159.00","163.75","154.01","10.83M","-1.01%"
"21-04-2023","163.78","163.02","164.77","161.23","3.88M","0.31%"
"24-04-2023","160.59","164.23","164.30","160.40","2.47M","-1.95%"
"25-04-2023","156.12","158.91","159.25","155.96","3.42M","-2.78%"
"26-04-2023","155.72","155.77","157.26","155.08","2.79M","-0.26%"
"27-04-2023","158.45","156.54","158.70","155.91","2.14M","1.75%"
"28-04-2023","161.34","157.30","161.38","156.88","2.38M","1.82%"
"01-05-2023","159.32","161.85","161.85","158.68","1.80M","-1.25%"
"02-05-2023","153.25","158.35","158.35","151.91","4.93M","-3.81%"
"03-05-2023","152.21","153.26","154.98","151.84","2.66M","-0.68%"
"04-05-2023","148.81","151.03","151.25","147.40","4.00M","-2.23%"
"05-05-2023","152.65","151.29","153.32","151.12","2.22M","2.58%"
"08-05-2023","153.04","153.41","154.58","152.95","2.27M","0.26%"
"09-05-2023","153.38","152.00","153.73","151.88","2.32M","0.22%"
"10-05-2023","148.68","153.61","154.67","147.95","4.60M","-3.06%"
"11-05-2023","147.99","147.97","148.50","146.27","2.90M","-0.46%"
"12-05-2023","147.93","149.32","149.32","147.09","2.32M","-0.04%"
"15-05-2023","150.00","148.18","150.21","147.93","2.27M","1.40%"
"16-05-2023","148.41","150.19","152.41","148.37","1.96M","-1.06%"
"17-05-2023","152.09","149.82","152.88","149.30","2.45M","2.48%"
"18-05-2023","153.48","152.25","154.12","151.06","2.63M","0.91%"
"19-05-2023","152.95","154.57","154.91","152.14","2.26M","-0.35%"
"22-05-2023","155.51","153.67","155.90","153.28","2.48M","1.67%"
"23-05-2023","152.56","154.47","155.76","152.50","2.93M","-1.90%"
"24-05-2023","150.72","151.50","151.70","150.12","2.31M","-1.21%"
"25-05-2023","151.08","149.60","151.50","149.37","3.23M","0.24%"
"26-05-2023","157.24","152.81","158.25","152.53","4.02M","4.08%"
"30-05-2023","158.01","157.15","158.95","156.66","3.27M","0.49%"
"31-05-2023","158.56","157.67","159.60","156.26","5.59M","0.35%"
"01-06-2023","162.72","159.06","163.99","158.23","4.09M","2.62%"
"02-06-2023","168.56","164.99","169.85","164.49","4.82M","3.59%"
"05-06-2023","167.43","168.24","168.24","165.83","3.11M","-0.67%"
"06-06-2023","171.82","167.85","172.65","167.50","3.63M","2.62%"
"07-06-2023","171.55","173.65","173.65","170.70","2.79M","-0.16%"
"08-06-2023","171.14","170.65","171.53","169.56","2.35M","-0.24%"
"09-06-2023","171.72","171.94","172.22","170.94","2.20M","0.34%"
"12-06-2023","173.64","172.01","173.93","171.93","2.61M","1.12%"
"13-06-2023","175.14","174.41","176.12","174.21","2.48M","0.86%"
"14-06-2023","174.47","176.02","177.04","173.39","2.33M","-0.38%"
"15-06-2023","173.81","171.41","174.53","169.57","2.80M","-0.38%"
"16-06-2023","172.21","174.20","174.58","171.55","4.62M","-0.92%"
"20-06-2023","169.41","171.00","171.22","168.33","2.87M","-1.63%"
"21-06-2023","167.92","169.10","169.10","166.95","2.81M","-0.88%"
"22-06-2023","168.26","167.28","168.50","165.23","2.76M","0.20%"
"23-06-2023","168.07","166.00","168.60","165.74","4.21M","-0.11%"
"26-06-2023","167.11","168.53","170.50","167.06","2.51M","-0.57%"
"27-06-2023","168.19","166.35","168.38","166.18","2.43M","0.65%"
"28-06-2023","169.78","167.26","169.87","167.20","2.29M","0.95%"
"29-06-2023","172.08","170.58","172.31","170.32","2.90M","1.35%"
"30-06-2023","174.20","174.24","175.09","173.33","3.37M","1.23%"
"03-07-2023","175.44","174.30","176.32","173.70","1.70M","0.71%"
"05-07-2023","175.57","174.38","176.57","174.04","2.49M","0.07%"
"06-07-2023","170.94","171.74","172.31","168.23","3.16M","-2.64%"
"07-07-2023","169.80","169.13","171.57","168.67","2.15M","-0.67%"
"10-07-2023","171.71","169.86","171.83","169.45","1.87M","1.12%"
"11-07-2023","174.64","172.50","175.58","172.32","2.28M","1.71%"
"12-07-2023","174.33","177.00","177.91","174.31","2.31M","-0.18%"
"13-07-2023","174.24","175.42","176.10","173.90","2.08M","-0.05%"
"14-07-2023","173.39","175.36","175.66","172.52","1.83M","-0.49%"
"17-07-2023","175.39","172.94","176.26","172.84","2.14M","1.15%"
"18-07-2023","178.04","175.19","178.44","174.43","2.69M","1.51%"
"19-07-2023","177.12","178.25","178.79","176.31","2.75M","-0.52%"
"20-07-2023","177.11","175.56","177.22","174.05","3.94M","-0.01%"
"21-07-2023","170.22","172.17","173.34","167.42","9.10M","-3.89%"
"24-07-2023","167.79","167.59","169.00","166.93","4.98M","-1.43%"
"25-07-2023","166.50","167.35","168.95","166.42","3.29M","-0.77%"
"26-07-2023","167.75","166.17","168.43","166.06","2.35M","0.75%"
"27-07-2023","163.60","168.53","168.54","163.17","3.94M","-2.47%"
"28-07-2023","165.43","165.29","166.58","164.64","2.93M","1.12%"
"31-07-2023","168.88","166.51","168.99","166.51","3.35M","2.09%"
"01-08-2023","169.65","167.95","169.80","167.26","2.34M","0.46%"
"02-08-2023","166.75","167.28","167.75","166.04","2.24M","-1.71%"
"03-08-2023","166.41","165.84","166.66","165.03","1.71M","-0.20%"
"04-08-2023","165.41","166.53","168.10","165.06","2.26M","-0.60%"
"07-08-2023","166.96","166.85","167.33","166.14","2.03M","0.94%"
"08-08-2023","165.87","164.90","165.99","163.59","2.10M","-0.65%"
"09-08-2023","163.82","165.94","166.29","163.50","2.45M","-1.24%"
"10-08-2023","163.54","164.71","166.50","162.72","2.56M","-0.17%"
"11-08-2023","165.27","162.67","165.78","162.60","2.10M","1.06%"
"14-08-2023","166.08","164.33","166.48","163.77","1.83M","0.49%"
"15-08-2023","161.91","164.39","164.81","161.70","2.45M","-2.51%"
"16-08-2023","160.76","161.27","162.96","160.64","1.99M","-0.71%"
"17-08-2023","160.58","161.91","162.61","160.38","2.47M","-0.11%"
"18-08-2023","160.23","159.23","160.80","158.94","2.14M","-0.22%"
"21-08-2023","160.88","160.88","161.65","160.08","2.07M","0.41%"
"22-08-2023","159.08","160.76","161.26","158.61","2.26M","-1.12%"
"23-08-2023","159.44","159.33","160.08","158.70","2.04M","0.23%"
"24-08-2023","157.79","159.01","161.42","157.74","2.47M","-1.03%"
"25-08-2023","158.32","158.44","159.64","157.33","2.97M","0.34%"
"28-08-2023","159.19","158.98","160.91","158.76","2.51M","0.55%"
"29-08-2023","160.24","158.89","160.79","158.30","2.18M","0.66%"
"30-08-2023","160.17","160.27","161.86","160.12","3.04M","-0.04%"
"31-08-2023","157.99","160.66","160.94","157.74","3.65M","-1.36%"
"01-09-2023","159.62","159.07","160.16","158.71","2.20M","1.03%"
"05-09-2023","160.00","160.11","161.86","159.35","4.15M","0.24%"
"06-09-2023","158.00","159.07","159.84","156.86","2.95M","-1.25%"
"07-09-2023","156.78","157.26","157.63","156.07","2.62M","-0.77%"
"08-09-2023","157.43","157.02","157.79","156.71","1.93M","0.41%"
"11-09-2023","157.83","158.37","159.16","157.40","2.61M","0.25%"
"12-09-2023","158.50","157.65","159.72","157.45","2.66M","0.42%"
"13-09-2023","159.14","159.34","160.70","158.62","2.98M","0.40%"
"14-09-2023","161.78","160.57","161.96","160.00","3.21M","1.66%"
"15-09-2023","163.75","162.03","164.33","161.82","7.27M","1.22%"
"18-09-2023","159.63","163.79","163.95","159.35","2.41M","-2.52%"
"19-09-2023","159.35","159.05","159.87","158.45","2.23M","-0.18%"
"20-09-2023","157.23","160.00","160.20","156.88","1.97M","-1.33%"
"21-09-2023","154.71","155.83","156.87","154.44","2.71M","-1.60%"
"22-09-2023","153.08","155.00","155.04","152.92","2.38M","-1.05%"
"25-09-2023","153.23","152.21","153.31","151.75","2.43M","0.10%"
"26-09-2023","151.12","151.75","152.96","150.16","2.33M","-1.38%"
"27-09-2023","149.90","151.50","151.50","148.97","3.71M","-0.81%"
"28-09-2023","150.23","149.77","150.88","149.02","3.49M","0.22%"
"29-09-2023","149.19","151.45","151.69","148.67","3.58M","-0.69%"
"02-10-2023","149.48","148.42","149.90","148.07","2.66M","0.19%"
"03-10-2023","145.05","148.50","149.18","144.31","4.18M","-2.96%"
"04-10-2023","146.63","145.90","146.92","144.40","3.48M","1.09%"
"05-10-2023","147.09","145.58","147.54","144.77","2.71M","0.31%"
"06-10-2023","149.32","146.71","150.35","146.14","3.20M","1.52%"
"09-10-2023","148.82","147.60","149.45","147.42","2.28M","-0.33%"
"10-10-2023","150.93","149.50","151.73","149.00","2.91M","1.42%"
"11-10-2023","151.51","151.43","152.81","149.76","1.73M","0.38%"
"12-10-2023","151.28","152.50","152.72","150.11","2.38M","-0.15%"
"13-10-2023","151.10","152.92","154.14","150.43","2.95M","-0.12%"
"16-10-2023","152.79","152.37","153.41","151.21","2.59M","1.12%"
"17-10-2023","154.39","151.56","154.73","151.50","3.92M","1.05%"
"18-10-2023","151.53","153.12","153.59","151.13","2.63M","-1.85%"
"19-10-2023","149.62","150.41","156.05","149.01","4.64M","-1.26%"
"20-10-2023","141.57","144.70","147.94","141.44","8.27M","-5.38%"
"23-10-2023","144.59","141.50","145.85","140.91","5.31M","2.13%"
"24-10-2023","144.42","145.85","146.51","143.54","3.52M","-0.12%"
"25-10-2023","143.52","144.09","144.84","143.23","2.84M","-0.62%"
"26-10-2023","143.34","143.37","144.91","142.99","3.38M","-0.13%"
"27-10-2023","141.31","143.85","143.96","141.02","3.44M","-1.42%"
"30-10-2023","143.27","142.72","143.86","141.73","3.30M","1.39%"
"31-10-2023","146.03","143.33","146.68","143.07","3.74M","1.93%"
"01-11-2023","146.45","146.49","146.82","145.14","2.33M","0.29%"
"02-11-2023","150.85","148.33","150.91","148.33","3.11M","3.00%"
"03-11-2023","152.76","152.58","153.88","152.40","2.67M","1.27%"
"06-11-2023","152.99","152.60","153.07","151.51","2.49M","0.15%"
"07-11-2023","152.98","152.97","153.79","152.35","1.58M","-0.01%"
"08-11-2023","153.01","152.97","153.80","152.43","1.80M","0.02%"
"09-11-2023","152.37","153.68","154.16","152.05","2.05M","-0.42%"
"10-11-2023","154.38","153.04","154.48","152.10","2.09M","1.32%"
"13-11-2023","154.34","154.08","155.26","153.50","1.75M","-0.03%"
"14-11-2023","156.91","156.60","157.91","156.03","2.97M","1.67%"
"15-11-2023","159.43","157.53","159.44","157.00","3.27M","1.61%"
"16-11-2023","159.05","159.65","160.10","157.97","3.75M","-0.24%"
"17-11-2023","162.56","159.91","162.58","159.91","2.98M","2.21%"
"20-11-2023","163.85","162.91","164.65","162.76","3.24M","0.79%"
"21-11-2023","162.29","163.65","164.12","161.73","2.76M","-0.95%"
"22-11-2023","163.79","163.28","164.68","162.85","2.53M","0.92%"
"24-11-2023","164.42","164.56","165.22","163.97","950.73K","0.38%"
"27-11-2023","164.04","163.76","164.51","163.32","2.15M","-0.23%"
"28-11-2023","165.66","163.92","165.98","163.61","2.12M","0.99%"
"29-11-2023","167.43","166.40","168.72","166.40","2.72M","1.07%"
"30-11-2023","170.77","168.00","171.16","167.53","4.25M","1.99%"
"01-12-2023","173.76","170.67","174.34","170.31","3.41M","1.75%"
"04-12-2023","173.25","172.86","175.31","172.66","3.63M","-0.29%"
"05-12-2023","170.68","172.10","172.71","165.93","6.45M","-1.48%"
"06-12-2023","167.51","171.73","172.38","167.18","3.89M","-1.86%"
"07-12-2023","168.62","168.46","169.22","167.74","2.80M","0.66%"
"08-12-2023","168.43","168.34","169.13","167.57","2.68M","-0.11%"
"11-12-2023","168.39","168.40","169.51","167.86","2.81M","-0.02%"
"12-12-2023","171.04","168.39","171.08","167.77","2.95M","1.57%"
"13-12-2023","174.56","171.21","174.66","170.15","3.21M","2.06%"
"14-12-2023","178.86","175.74","179.90","175.60","4.55M","2.46%"
"15-12-2023","180.51","177.54","181.18","177.50","7.14M","0.92%"
"18-12-2023","182.76","181.38","182.84","181.03","2.81M","1.25%"
"19-12-2023","185.75","183.21","185.77","183.19","3.98M","1.64%"
"20-12-2023","180.65","185.35","185.65","180.54","4.02M","-2.75%"
"21-12-2023","184.79","181.83","185.21","181.83","3.50M","2.29%"
"22-12-2023","185.57","185.64","186.37","184.63","2.78M","0.42%"
"26-12-2023","185.96","185.96","186.18","185.13","1.23M","0.21%"
"27-12-2023","187.06","186.14","187.13","185.62","1.83M","0.59%"
"28-12-2023","187.80","187.12","188.07","187.00","1.49M","0.40%"
"29-12-2023","187.34","187.75","188.30","186.53","1.91M","-0.24%"